1blankname,1namedata,academic_advisors,agent,alias,allegiance,alma mater,alma_mater,alongside,alongside1,alt,appointer1,appointer2,associated_acts,attributes,author_abbrev_bot,author_abbrev_zoo,awards,background,baptised,beatified_by,beatified_date,beatified_place,birth_date,birth_name,birth_place,birthname,branch,burial,burial_date,burial_place,canonized_by,canonized_date,canonized_place,caption,child,children,church,citizenship,consort,constituency12,constituency13,constituency14,constituency15,cor-type,cor-type1,coregency,coronation,coronation1,current_member_of,death_cause,death_date,death_place,denomination,deputy,disappeared_date,disappeared_place,disappeared_status,discipline,discography,doctoral_advisor,doctoral_students,dynasty,education,embed,embed_title,employer,era,family,father,feast_day,field,fields,flourished,footnotes,full name,genre,genres,governor4,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,horus,house,image,image_alt,image_size,image_upright,imagesize,influenced,influences,institute,instrument,issue,issue-link,issue-pipe,issues,known_for,label,landscape,language,last,list_of_works,main_interests,major_shrine,mi,module,module2,monarch,monarch1,monuments,moretext,mother,movement,name,nationality,native_name,native_name_lang,nickname,nocat_wdimage,nomen,notable_family,notable_ideas,notable_students,notable_works,notableworks,occupation,occupations,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,ordained,order,order1,order2,order3,order4,order8,organisation,organizations,origin,other_names,p,parents,partner,party,past_member_of,patronage,patrons,period,posthumous_name,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president3,primeminister1,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,prizes,pseudonym,rank,region,regnal name,reign,reign-type1,reign1,relations,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,role,s,school_tradition,serviceyears,signature,signature_alt,signature_size,significant_advance,significant_design,significant_projects,spouse,spouses,style,subject,subjects,suboffice3,subterm3,succession,succession1,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,t,term10,term11,term12,term13,term14,term15,term_end,term_end1,term_end11,term_end12,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label3,term_label4,term_start,term_start1,term_start11,term_start12,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,titles,training,venerated_in,vicepresident,vicepresident1,w,website,work_institutions,workplaces,works,years_active,yearsactive
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1887|4|9}},Florence Beatrice Smith,"[[Little Rock, Arkansas]], U.S.",,,,,,,,,"Price, date unknown",,3,,,,,,,,,,,,,,,{{death date and age|1953|6|3|1887|4|9}},"[[Chicago, Illinois]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Composer Florence Price (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence Price,,,,,,,,,,,,{{hlist|[[Musical composer]]|[[pianist]]|[[organist]]|[[Music education|music teacher]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence price signature.png,,,,,,{{Plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899–1952,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|df=y|1819|09|13}},Clara Josephine Wieck,"[[Leipzig]], Kingdom of Saxony, German Confederation",,,,,,,,,Schumann in 1850,,,,,,,,,,,,,,,,,{{death date and age|df=y|1896|05|20|1819|09|13}},"[[Frankfurt]], German Empire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert and Clara Schumann Daguerrotype (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clara Schumann,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1858|4|22|df=y}},,"[[London]], England",,,,,,,,,Smyth in 1922,,,,,,,,,,,,,,,,,{{death date and age|1944|5|8|1858|4|22|df=y}},"[[Woking]], England",,,,,,,,,,,[[Leipzig Conservatory]],,,,,,,,,,,,,,,,,,[[Dame]],{{post-nominals|size=100%|country=GBR|DBE}},,,,Ethel Smyth.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethel Smyth,,,,,,,,,,,,Composer and suffragette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Ethel Smyth|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date |1867|09|05}},Amy Marcy Cheney,"[[Henniker, New Hampshire]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age |1944|12|27|1867|09|05}},"New York City, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amy Beach 01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amy Beach,,,,,,,,,,,,{{hlist|Composer|pianist}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Forest Hills Cemetery]],,,,,,,,,,,,,{{marriage|H. H. A. Beach|1885|1910|end = died}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883–1940,
,,,,,,,[[Conservatoire de Paris]],,,,,,,,,,,,,,,,21 August 1893,,"[[9th arrondissement of Paris]], France",,,,,,,,,Boulanger in 1913,,,,,,,,,,,,,,,,,{{death date and age|1918|3|15|1893|8|21|df=y}},"[[Mézy-sur-Seine]], Yvelines, France",,,,,,,,,,,,,,,,,[[Ernest Boulanger (composer)|Ernest Boulanger]],,,,,,,,,,,,,,,,,Lili Boulanger par Henri Manuel.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lili Boulanger,,,,,,,,,,,,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*[[Nadia Boulanger]] (elder sister),,,,,,,,,,,,,,,,,,,[[Symbolism (arts)|Symbolism]]; [[Impressionism (music)|Impressionism]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"<!-- Use Baptised if Born date is unavailable, do not use both. -->",,,,{{Birth date|1892|04|19|df=y}},Marcelle Germaine Taillefesse,"[[Saint-Maur-des-Fossés]], Val-de-Marne, France",,,,,,,,,Germaine Tailleferre and Mario Hacquard,,,,,,,,,,,,,,,,,{{Death date and age|1983|11|07|1892|04|19|df=y}},"Paris, France",,,,,,,,,,,,,,,,,,,,,<!-- Use as a substitute for <code>born</code> and <code>died</code> where appropriate. -->,,,,,,,,,,,,,Germaine Tailleferre et Mario Hacquard 1.jpg,,,,,,,,,,,,,"<!-- For pre-modern subjects, can be used as an alternative to the anachronistic ""occupation""; not used for works (see next parameter). -->",,,,,"<!-- Link to ""List of works"" subarticle here. Do not list individual pieces. -->",,,,,,,,,,,,Germaine Tailleferre,,,,,,,,,,,,,"<!-- Use this field *only* if the person was also **notable** for contributions in another discipline.  If notable as a composer only, leave blank. -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1887|09|16|df=y}},Juliette Nadia Boulanger,"Paris, France",,,,,,,,,Boulanger in 1925,,,,,,,,,,,,,,,,,{{death date and age|1979|10|22|1887|09|16|df=y}},"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Boulanger 1925.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Boulanger,,,,,,,,,,,,{{hlist|Music teacher|conductor|composer}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1857|8|8|df=y}},,"Paris, France",,,,,,,,,Portrait of Cécile Chaminade,,,,,,,,,,,,,,,,,{{death date and age|1944|4|13|1857|08|08|df=y}},[[Monte Carlo]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecile_chaminade.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cécile Chaminade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CecileChaminadesignature.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1821|07|18|df=y}},"Michelle Ferdinande Pauline García<ref name=""name"" />","Paris, France",,,,,,,,,"Viardot, {{circa|1845}}",,,,,,,,,,,,,,,,,{{death date and age|1910|05|18|1821|07|18|df=y}},"Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline Viardot-Garcia 3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauline Viardot,,,,,,,,,,,,{{hlist|Operatic [[dramatic mezzo-soprano]]|music pedagogue|composer}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Pauline Viardot an Josef Dessauer 03-24 (cropped) - Signature.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1853|12|22|mf=y}},,"[[Caracas]], Venezuela",María Teresa Gertrudis de Jesús Carreño García,,,,,,,,"Carreño, c. 1903",,{{cslist|Emilita (1874–1978)|Luisa (1878–1881)|Teresita (1882–1951)|Giovanni (1885–1965)|Eugenia (1892–1950)|Hertha (1894–1974)}},,,,,,,,,,,,,,,{{death date and age|1917|6|12|1853|12|22|mf=y}},"New York City, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teresa Carreño, 1916.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Carreño,,,,,,,,,,,,{{cslist|Pianist|soprano|composer|conductor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|{{marriage|[[Émile Sauret]]|1873|1877}}|Giovanni Tagliapietra (dom. part. 1877–1889)|{{marriage|[[Eugen d'Albert]]|1892|1895}}|{{marriage|Arturo Tagliapietra|1902<!-- |1917 -->}}}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,[[Northwestern University]],,,,,,,,,,,,,,,,,{{birth date|1913|03|03}},Margaret Allison Bonds,"[[Chicago]], Illinois, US",,,,,,,,,Bonds in 1956,,,,,,,,,,,,,,,,,{{death date and age|1972|04|26|1913|03|03}},"[[Los Angeles]], California, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margaret Bonds.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margaret Bonds,,,,,,,,,,,,"Composer, pianist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Monroe Alpheus Majors]] (father),,,,,,,,,,,,,,,,,,{{Marriage|Lawrence Richardson|1940}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1904|08|25}},Undine Eliza Anna Smith,,,,,,,,,,Prof. Smith Moore,,1,,,,,,,,,,,,,,,{{death date and age|1989|02|06|1904|08|25}},,,,,,,,,,,,"[[Fisk University]], [[Columbia University]]",,,Virginia State University,,,,,,,,,,,,,,,,,,,,Professor_Undine_Smith_Moore.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undine Smith Moore,,,,,,,,,,,,"Composer, educator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Arthur Moore (m. 1938),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1895|5|11}},William Grant Still Jr.,"[[Woodville, Mississippi]], U.S.",,,,,,,,,"Portrait by [[Maud Cuney Hare]], 1936",,6,,,,,,,,,,,,,,,{{death date and age|1978|12|3|1895|5|11}},"Los Angeles, California, U.S.",,,,,,,,,,,{{ubl|[[M.&nbsp;W. Gibbs High School]]|[[Wilberforce University]]|[[Oberlin Conservatory of Music]]}},,,,,,,,,,,,,,,,,,,,,,,Maud Cuney Hare-William Grant Still 336.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Grant Still,,,,,,,,,,,,{{hlist|Composer|conductor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Celeste Headlee]] (granddaughter),,,,,,,,,,,William Grant Still signature.png,,,,,,"{{ubl|{{Marriage|Grace Bundy|October 4, 1915|February 6, 1939|end=div}}|{{Marriage|[[Verna Arvey]]|February 8, 1939}}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",,,,,[[St. Michael's Cemetery (Queens)|St. Michael's Cemetery]],,,,Joplin in 1912,,,,,,,,,,,,,,,,,{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",,,,,,,,,,,[[George R. Smith College]],,,,,,,,,,,,,,,,,,,,,,,Scott Joplin in 1912.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Joplin,,,,,,,,,,,,{{hlist|Composer|pianist|music teacher}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,non_vocal_instrumentalist,,,,,{{birth date|1894|2|1}},James Price Johnson,"[[New Brunswick, New Jersey]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|1955|11|17|1894|2|1}},"[[Jamaica, Queens]], [[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,[[Jazz]],,,,,,,,,,JPJ_CD2.gif,,,,,,,,Piano,,,,,,,,,,,,,,,,,,,,,,James P. Johnson,,,,,,,,,,,,"Composer, musician",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912–1955,
,,,,,,,,,,,,,{{hlist|[[Red Hot Peppers]]|[[New Orleans Rhythm Kings]]}},,,,,non_vocal_instrumentalist,,,,,"c. {{birth date|1890|09|20}}<ref>[http://www.doctorjazz.co.uk/bapcert.jpg Other dates of birth attributed to Morton include October 20, 1890] {{Webarchive|url=https://web.archive.org/web/20101121171548/http://doctorjazz.co.uk/bapcert.jpg |date=November 21, 2010 }} and [http://www.doctorjazz.co.uk/draftcards1.html September 13, 1884, the latter of which Morton gave on his WWI draft registration, making him six years older than he is believed to have actually been.] {{Webarchive|url=https://web.archive.org/web/20210210213602/http://www.doctorjazz.co.uk/draftcards1.html |date=February 10, 2021 }}</ref>",Ferdinand Joseph LaMothe,"{{nowrap|[[New Orleans, Louisiana]], U.S.}}",,,,,,,,,Morton {{circa}} 1927,,,,,,,,,,,,,,,,,{{death date and age|1941|07|10|1890|09|20}},"[[Los Angeles, California]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,"{{hlist|[[Jazz]]|[[ragtime]]|[[blues]]<ref>{{cite web|url=https://www.houstonpress.com/music/things-to-do-read-jelly-roll-blues-by-elijah-wald-17680320|title=The ""Original"" Jelly Roll and the Dirty Early Blues|author=Ruggiero, Bob|date=March 19, 2024|publisher=Houston Press|access-date=January 14, 2025}}</ref>|[[Dixieland jazz|Dixieland]]<ref>{{cite web | url=https://www.jazzhistorytree.com/new-orleans-dixieland-revival/ | title=New Orleans/Dixieland Revival: 1947 – Jazz History Tree }}</ref>}}",,,,,,,,,,Jelly Roll Morton (c. 1927).jpg,,,,,,,,Piano,,,,,,{{hlist|[[Victor Talking Machine Company|Victor]]|[[Gennett Records|Gennett]]}},,,,,,,,,,,,,,,,Jelly Roll Morton,,,,,,,,,,,,{{hlist|Musician|composer|arranger}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904–1941,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1904|5|21}},Thomas Wright Waller,"New York City, U.S.",,,,,,,,,Waller in 1938,,3,,,,,,,,,,,,,,,{{death date and age|1943|12|15|1904|5|21}},"[[Kansas City, Missouri]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fats Waller edit.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fats Waller,,,,,,,,,,,,{{hlist|[[Jazz pianist]]|[[organist]]|composer|singer}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Darren Waller]] (great-grandson)<ref>{{cite web |title=Black History Moment: Thomas 'Fats' Waller |url=https://www.nfl.com/videos/black-history-moment-thomas-fats-waller |website=NFL.com |access-date=2 August 2025}}</ref>,,,,,,,,,,,,,,,,,{{ubl|{{Marriage|Edith Hatch|1920|1923|end=div}}|{{Marriage|Anita Rutherford|1926}}}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918–1943,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1899|4|29}},Edward Kennedy Ellington,"[[Washington, D.C.]], U.S.",,,,,,,,,"Publicity portrait, {{circa|1940s}}",,,,,,,,,,,,,,,,,{{death date and age|1974|5|24|1899|4|29}},"[[New York City]], U.S.",,,,,,,[[Duke Ellington discography]],,,,,,,,,,,,,,,,,{{Flatlist|,,,,,,,,,,Duke Ellington - publicity.JPG,,,,,,,,[[Piano]],,,,,,,,,,,,,,{{Infobox person|child=yes,,,,,,,,Duke Ellington,,,,,,,,,,,,{{hlist|Pianist|composer|songwriter|bandleader|arranger|conductor|actor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duke Ellington Signature.png}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|dukeellington.com}},,,,1914–1974,
,,,,,,,,,,"Posed photo of a man with short hair and a short mustache, wearing a suit, seated at a grand piano with his hands on the keys",,,,,,,,,,,,,{{birth date|mf=y|1904|8|21}},William James Basie,"[[Red Bank, New Jersey]], U.S.",,,,,,,,,Basie at the piano; portrait by [[James J. Kriegsmann]],,,,,,,,,,,,,,,,,{{death date and age|mf=y|1984|4|26|1904|8|21}},"[[Hollywood, Florida]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Count Basie (1955 Kriegsmann portrait - square crop).jpg,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,Count Basie,,,,,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|countbasie.net}},,,,1924–1984,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1909|5|30}},Benjamin David Goodman,"[[Chicago]], Illinois, U.S.",,,,,,,,,Goodman in 1942,,,,,,,,,,,,,,,,,{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Benny Goodman 1942.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benny Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1904|3|1}},Alton Glen Miller,"[[Clarinda, Iowa]], U.S.",,,,,,,,,"Miller, {{circa|1942}}",,2,,,,,,,,,,,,,,,,,,,{{Disappeared date and age|mf=yes|1944|12|15|1904|3|1}},over the [[English Channel]],"Official U.S. Army ""Finding of Death"" is December 15, 1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenn Miller Billboard.jpg,,,,,,,,,,,,,,,,,,,,,,{{Infobox musical artist,,,,,,,,Glenn Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|Helen Burger|1928}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Bird, Yardbird",,,,,,,,,,,,,,,,,,,{{birth date|1920|8|29}},Charles Parker Jr.,"[[Kansas City, Kansas]], U.S.",,,,,,,,,"Parker at the Three Deuces jazz club, New York, 1947",,,,,,,,,,,,,,,,,{{death date and age|1955|3|12|1920|8|29}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Portrait of Charlie Parker in 1947.jpg,,,,,,,,[[Alto saxophone|Alto]] and [[tenor saxophone]],,,,,,{{flatlist|,,,,,,,,,,,,,,,,Charlie Parker,,,,,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937–1955,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1917|10|21}},John Birks Gillespie,"[[Cheraw, South Carolina]], U.S.",,,,,,,,,Gillespie in 1955,,"[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref>",,,,,,,,,,,,,,,{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Dizzy Gillespie by Carl Van Vechten (cropped) (2).jpg,,,,,,,,,,,,,,,,,,,,,,{{Infobox person,,,,,,,,Dizzy Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,{{hlist|[[Milt Jackson]]|[[Miles Davis]]|[[Sonny Rollins]]|[[Oscar Pettiford]]|[[John Coltrane]]|[[Art Blakey]]}},,,,,non_vocal_instrumentalist,,,,,{{Birth date|1917|10|10}},"Thelonious Monk Jr.<ref name=""Solis 2007 19–20"">{{cite book |url=https://books.google.com/books?id=BZqWxvNKGSYC&pg=PA19 |pages=19–20 |last=Solis |first=Gabriel |title=Monk's Music: Thelonious Monk and Jazz History in the Making |year=2007 |publisher=University of California Press |isbn=978-0-520-94096-3}}</ref>","[[Rocky Mount, North Carolina]], U.S.",,,,,,,,,"Monk at [[Minton's Playhouse]], New York, 1947",,,,,,,,,,,,,,,,,{{death date and age|1982|2|17|1917|10|10}},"[[Englewood, New Jersey]], U.S.",,,,,,,[[Thelonious Monk discography]],,,,,,,,,,,,,,,,,{{hlist|[[Jazz]]|[[bebop]]}},,,,,,,,,,"Thelonious Monk, Minton's Playhouse, New York, N.Y., ca. Sept. 1947 (William P. Gottlieb 06191).jpg",,,,,,,,[[Piano]],,,,,,{{hlist|[[Blue Note Records|Blue Note]]|[[Prestige Records|Prestige]]|[[Riverside Records|Riverside]]|[[Columbia Records|Columbia]]}},,,,,,,,,,,,,,,,Thelonious Monk,,,,,,,,,,,,{{hlist|Pianist|composer}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[http://www.theloniousmonkmusic.com/ theloniousmonkmusic.com],,,,"1933–1976<ref>Kelley, Robin (2009), pp. 35, 442.</ref>",
